learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
2,8,5,0.201,0.881,1,0.738617,4
3,10,2,0.215,0.875,1,0.188812,4
4,13,1,0.229,0.865,1,0.50885,4
4,13,7,0.229,0.865,1,0.601715,0
4,13,8,0.229,0.865,1,0.355225,6
4,13,11,0.229,0.865,1,0.945068,1
5,9,0,0.22,0.871,1,0.875397,0
5,9,1,0.22,0.871,1,0.618591,6
5,9,2,0.22,0.871,1,0.189301,1
5,9,6,0.22,0.871,1,0.325012,2
5,9,7,0.22,0.871,1,0.374908,4
5,9,8,0.22,0.871,1,0.984283,9
6,19,1,0.22,0.863,1,0.790222,0
6,19,4,0.22,0.863,1,0.38623,3
6,19,8,0.22,0.863,1,0.263062,7
6,19,16,0.22,0.863,1,0.3797,5
6,19,17,0.22,0.863,1,0.544922,8
8,10,2,0.223,0.887,1,0.449158,5
8,10,7,0.223,0.887,1,0.646393,7
10,7,0,0.2,0.876,1,0.554413,7
10,7,2,0.2,0.876,1,0.920471,6
12,19,0,0.221,0.877,1,0.95993,6
12,19,9,0.221,0.877,1,0.537811,4
12,19,10,0.221,0.877,1,0.909058,0
12,19,11,0.221,0.877,1,0.01413,9
12,19,13,0.221,0.877,1,0.077393,2
13,8,0,0.232,0.87,1,0.96405,4
13,8,6,0.232,0.87,1,0.80896,0
13,8,7,0.232,0.87,1,0.101227,3
14,7,4,0.219,0.871,1,0.784241,7
14,7,6,0.219,0.871,1,0.985504,5
15,15,3,0.218,0.879,1,0.779694,5
15,15,6,0.218,0.879,1,0.300781,7
15,15,8,0.218,0.879,1,0.170807,8
15,15,9,0.218,0.879,1,0.192413,4
15,15,11,0.218,0.879,1,0.515594,2
16,8,2,0.201,0.854,1,0.447937,2
16,8,5,0.201,0.854,1,0.643311,0
17,16,1,0.22,0.885,1,0.234558,4
17,16,5,0.22,0.885,1,0.751343,6
17,16,15,0.22,0.885,1,0.197937,1
18,10,0,0.213,0.871,1,0.769501,5
18,10,3,0.213,0.871,1,0.118286,6
19,5,0,0.203,0.874,1,0.857697,7
19,5,1,0.203,0.874,1,0.649963,1
19,5,4,0.203,0.874,1,0.259705,0
20,16,0,0.203,0.875,1,0.116638,0
20,16,11,0.203,0.875,1,0.302612,4
21,6,0,0.224,0.868,1,0.324982,2
21,6,2,0.224,0.868,1,0.668884,4
21,6,4,0.224,0.868,1,0.557922,0
22,11,4,0.213,0.886,1,0.28476,6
22,11,5,0.213,0.886,1,0.836578,4
22,11,8,0.213,0.886,1,0.308136,9
24,12,1,0.204,0.882,1,0.099884,4
24,12,5,0.204,0.882,1,0.07135,8
24,12,11,0.204,0.882,1,0.414215,7
25,15,4,0.222,0.878,1,0.615326,5
25,15,11,0.222,0.878,1,0.368896,8
26,20,2,0.21,0.877,1,0.949829,5
