learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
2,8,7,0.201,0.881,1,0.443146,0
3,10,6,0.215,0.875,1,0.494476,0
4,13,4,0.229,0.865,1,0.966583,0
5,9,7,0.22,0.871,1,0.395294,0
6,19,0,0.22,0.863,1,0.548065,4
6,19,5,0.22,0.863,1,0.818268,0
6,19,14,0.22,0.863,1,0.612244,6
6,19,16,0.22,0.863,1,0.407806,2
6,19,18,0.22,0.863,1,0.965942,1
7,8,2,0.209,0.866,1,0.390991,0
7,8,3,0.209,0.866,1,0.631378,8
7,8,6,0.209,0.866,1,0.220825,5
7,8,7,0.209,0.866,1,0.661499,7
8,10,3,0.223,0.887,1,0.358978,7
8,10,5,0.223,0.887,1,0.417633,6
8,10,8,0.223,0.887,1,0.961975,1
9,13,0,0.199,0.871,1,0.192657,1
9,13,3,0.199,0.871,1,0.659668,6
9,13,5,0.199,0.871,1,0.283386,5
10,7,2,0.2,0.876,1,0.375214,7
10,7,6,0.2,0.876,1,0.291138,5
12,19,0,0.221,0.877,1,0.258606,5
12,19,1,0.221,0.877,1,0.845337,7
12,19,4,0.221,0.877,1,0.514343,8
12,19,8,0.221,0.877,1,0.809326,3
13,8,0,0.232,0.87,1,0.312531,9
13,8,6,0.232,0.87,1,0.029449,0
13,8,7,0.232,0.87,1,0.164673,8
14,7,0,0.219,0.871,1,0.998718,0
14,7,5,0.219,0.871,1,0.96936,7
15,15,6,0.218,0.879,1,0.717072,0
15,15,7,0.218,0.879,1,0.903381,7
15,15,13,0.218,0.879,1,0.913269,5
15,15,14,0.218,0.879,1,0.400177,8
16,8,1,0.201,0.854,1,0.457275,7
16,8,3,0.201,0.854,1,0.338104,2
17,16,2,0.22,0.885,1,0.902832,2
17,16,4,0.22,0.885,1,0.179199,6
17,16,11,0.22,0.885,1,0.19632,4
17,16,12,0.22,0.885,1,0.621033,7
18,10,2,0.213,0.871,1,0.167084,6
18,10,4,0.213,0.871,1,0.002228,7
19,5,3,0.203,0.874,1,0.759766,7
20,16,7,0.203,0.875,1,0.332062,5
20,16,8,0.203,0.875,1,0.982086,8
20,16,12,0.203,0.875,1,0.702545,3
21,6,1,0.224,0.868,1,0.458893,0
21,6,5,0.224,0.868,1,0.730011,3
22,11,4,0.213,0.886,1,0.59552,0
22,11,7,0.213,0.886,1,0.283966,6
24,12,2,0.204,0.882,1,0.157684,6
24,12,8,0.204,0.882,1,0.950409,1
25,15,5,0.222,0.878,1,0.110352,1
25,15,7,0.222,0.878,1,0.839783,6
25,15,10,0.222,0.878,1,0.749664,5
25,15,11,0.222,0.878,1,0.130157,7
25,15,14,0.222,0.878,1,0.542664,2
26,20,3,0.21,0.877,1,0.717773,3
26,20,4,0.21,0.877,1,0.909851,1
26,20,9,0.21,0.877,1,0.351624,6
27,10,0,0.197,0.884,1,0.756195,1
27,10,4,0.197,0.884,1,0.496399,6
28,20,1,0.222,0.858,1,0.040863,5
28,20,6,0.222,0.858,1,0.718384,1
28,20,9,0.222,0.858,1,0.002136,6
28,20,10,0.222,0.858,1,0.759491,7
29,20,5,0.225,0.848,1,0.237762,5
29,20,7,0.225,0.848,1,0.644623,7
